line_no,db_id,question,fail_cat,agg_ok,sel_ok,cond_ok,em,pred_sql,gold_sql,gold_struct,pred_struct
1657,1-25037577-1,"Who were the superintendent(s) when the middle school principal was alan degroote, the gorham principal was paul lahue, and the year was 2006-2007?",ok,True,True,True,True,SELECT superintendent FROM wikisql_data WHERE middle_school_principal = 'alan degroote' AND gorham_principal = 'paul lahue' AND year = '2006-2007',SELECT col1 FROM table WHERE col4 = 'Alan Degroote' AND col3 = 'Paul Lahue' AND col0 = '2006-2007',"{'agg': 0, 'sel': 1, 'conds': [[4, 0, 'alan degroote'], [3, 0, 'paul lahue'], [0, 0, '2006-2007']], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[4, 0, 'alan degroote'], [3, 0, 'paul lahue'], [0, 0, '2006-2007']], 'count_star': False}"
1658,1-25037577-1,Who was the gorham principal in 2010-2011?,ok,True,True,True,True,SELECT gorham_principal FROM wikisql_data WHERE year = '2010-2011',SELECT col3 FROM table WHERE col0 = '2010-2011',"{'agg': 0, 'sel': 3, 'conds': [[0, 0, '2010-2011']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[0, 0, '2010-2011']], 'count_star': False}"
1659,1-25037577-1,How many middlesex principals were there in 2000-2001?,ok,True,True,True,True,SELECT COUNT(middlesex_principal) FROM wikisql_data WHERE year = '2000-2001',SELECT COUNT(col2) FROM table WHERE col0 = '2000-2001',"{'agg': 3, 'sel': 2, 'conds': [[0, 0, '2000-2001']], 'count_star': False}","{'agg': 3, 'sel': 2, 'conds': [[0, 0, '2000-2001']], 'count_star': False}"
1661,1-25037577-1,Who were the middle school principal(s) in 2010-2011?,ok,True,True,True,True,SELECT middle_school_principal FROM wikisql_data WHERE year = '2010-2011',SELECT col4 FROM table WHERE col0 = '2010-2011',"{'agg': 0, 'sel': 4, 'conds': [[0, 0, '2010-2011']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[0, 0, '2010-2011']], 'count_star': False}"
1662,1-25055040-22,"When Mark Cavendish wins sprint classification and Maarten Tjallingii wins most courageous, who wins youth classification?",ok,True,True,True,True,SELECT youth_classification FROM wikisql_data WHERE sprint_classification = 'Mark Cavendish' AND most_courageous = 'Maarten Tjallingii',SELECT col3 FROM table WHERE col5 = 'Mark Cavendish' AND col6 = 'Maarten Tjallingii',"{'agg': 0, 'sel': 3, 'conds': [[5, 0, 'mark cavendish'], [6, 0, 'maarten tjallingii']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[5, 0, 'mark cavendish'], [6, 0, 'maarten tjallingii']], 'count_star': False}"
1663,1-25055040-22,Who won the mountains classification when Maarten Tjallingii won most corageous?,ok,True,True,True,True,SELECT mountains_classification FROM wikisql_data WHERE most_courageous = 'Maarten Tjallingii',SELECT col4 FROM table WHERE col6 = 'Maarten Tjallingii',"{'agg': 0, 'sel': 4, 'conds': [[6, 0, 'maarten tjallingii']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[6, 0, 'maarten tjallingii']], 'count_star': False}"
1664,1-25055040-22,"When Brett Lancaster won the general classification, who won the team calssification?",ok,True,True,True,True,SELECT team_classification FROM wikisql_data WHERE general_classification = 'Brett Lancaster',SELECT col7 FROM table WHERE col2 = 'Brett Lancaster',"{'agg': 0, 'sel': 7, 'conds': [[2, 0, 'brett lancaster']], 'count_star': False}","{'agg': 0, 'sel': 7, 'conds': [[2, 0, 'brett lancaster']], 'count_star': False}"
1665,1-25055040-22,"When Peter Sagan won the youth classification and Thomas Rabou won the most corageous, who won the sprint classification?",ok,True,True,True,True,SELECT sprint_classification FROM wikisql_data WHERE youth_classification = 'Peter Sagan' AND most_courageous = 'Thomas Rabou',SELECT col5 FROM table WHERE col3 = 'Peter Sagan' AND col6 = 'Thomas Rabou',"{'agg': 0, 'sel': 5, 'conds': [[3, 0, 'peter sagan'], [6, 0, 'thomas rabou']], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[3, 0, 'peter sagan'], [6, 0, 'thomas rabou']], 'count_star': False}"
1666,1-25055040-22,"When Yaroslav Popovych won most corageous, who won the mountains classification?",ok,True,True,True,True,SELECT mountains_classification FROM wikisql_data WHERE most_courageous = 'Yaroslav Popovych',SELECT col4 FROM table WHERE col6 = 'Yaroslav Popovych',"{'agg': 0, 'sel': 4, 'conds': [[6, 0, 'yaroslav popovych']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[6, 0, 'yaroslav popovych']], 'count_star': False}"
1667,1-25055040-22,"When Ryan Anderson won the mountains classification, and Michael Rogers won the general classification, who won the sprint classification?",ok,True,True,True,True,SELECT sprint_classification FROM wikisql_data WHERE mountains_classification = 'Ryan Anderson' AND general_classification = 'Michael Rogers',SELECT col5 FROM table WHERE col4 = 'Ryan Anderson' AND col2 = 'Michael Rogers',"{'agg': 0, 'sel': 5, 'conds': [[4, 0, 'ryan anderson'], [2, 0, 'michael rogers']], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[4, 0, 'ryan anderson'], [2, 0, 'michael rogers']], 'count_star': False}"
1668,1-2506300-1,"What the rank in the top 10 when the  winnings were $1,741,176?",ok,True,True,True,True,"SELECT top_10 FROM wikisql_data WHERE winnings = '$1,741,176'","SELECT MIN(col4) FROM table WHERE col8 = '$1,741,176'","{'agg': 2, 'sel': 4, 'conds': [[8, 0, '$1,741,176']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[8, 0, '$1,741,176']], 'count_star': False}"
1669,1-2508175-1,"When the gdp (ppp, in billions of current international dollars) is 7.93, what is the maximum ppp gdp per emissions (in international dollars per ton)?",ok,True,True,True,True,SELECT MAX(ppp_gdp_per_emissions_in_international_dollars_per_ton) FROM wikisql_data WHERE gdp_ppp_in_billions_of_current_international_dollars = 7.93,SELECT MAX(col5) FROM table WHERE col4 = '7.93',"{'agg': 1, 'sel': 5, 'conds': [[4, 0, 7.93]], 'count_star': False}","{'agg': 1, 'sel': 5, 'conds': [[4, 0, 7.93]], 'count_star': False}"
1670,1-2508175-1,"when the gdp per emissions (in us dollars per ton) is 3903, what is the maximum annual co2 emissions (in thousands of metric tons)?",ok,True,True,True,True,SELECT MAX(annual_co2_emissions_in_thousands_of_metric_tons) FROM wikisql_data WHERE gdp_per_emissions_in_us_dollars_per_ton = 3903,SELECT MAX(col1) FROM table WHERE col3 = 3903,"{'agg': 1, 'sel': 1, 'conds': [[3, 0, 3903]], 'count_star': False}","{'agg': 1, 'sel': 1, 'conds': [[3, 0, 3903]], 'count_star': False}"
1671,1-2508175-1,"when the annual co2 emissions (in thousands of metric tons) is 1811, what is the country?",ok,True,True,True,True,SELECT country FROM wikisql_data WHERE annual_co2_emissions_in_thousands_of_metric_tons = 1811,SELECT col0 FROM table WHERE col1 = 1811,"{'agg': 0, 'sel': 0, 'conds': [[1, 0, 1811]], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[1, 0, 1811]], 'count_star': False}"
1673,1-2508633-5,What pick number did the buffalo bills get?,ok,True,True,True,True,SELECT pick FROM wikisql_data WHERE nfl_team = 'Buffalo Bills',SELECT col0 FROM table WHERE col1 = 'Buffalo Bills',"{'agg': 0, 'sel': 0, 'conds': [[1, 0, 'buffalo bills']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[1, 0, 'buffalo bills']], 'count_star': False}"
1674,1-2508633-5,What was bruce baldwin's pick #?,ok,True,True,True,True,SELECT pick FROM wikisql_data WHERE player = 'bruce baldwin',SELECT col0 FROM table WHERE col2 = 'Bruce Baldwin',"{'agg': 0, 'sel': 0, 'conds': [[2, 0, 'bruce baldwin']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[2, 0, 'bruce baldwin']], 'count_star': False}"
1675,1-2508633-5,What is the highest pick number the los angeles raiders got?,ok,True,True,True,True,SELECT MAX(pick) FROM wikisql_data WHERE nfl_team = 'Los Angeles Raiders',SELECT MAX(col0) FROM table WHERE col1 = 'Los Angeles Raiders',"{'agg': 1, 'sel': 0, 'conds': [[1, 0, 'los angeles raiders']], 'count_star': False}","{'agg': 1, 'sel': 0, 'conds': [[1, 0, 'los angeles raiders']], 'count_star': False}"
1676,1-2508633-5,Which player did the green bay packers pick?,ok,True,True,True,True,SELECT player FROM wikisql_data WHERE nfl_team = 'Green Bay Packers',SELECT col2 FROM table WHERE col1 = 'Green Bay Packers',"{'agg': 0, 'sel': 2, 'conds': [[1, 0, 'green bay packers']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[1, 0, 'green bay packers']], 'count_star': False}"
1678,1-2511876-1,Mame the reg season for 2001,ok,True,True,True,True,SELECT reg_season FROM wikisql_data WHERE year = 2001,SELECT col3 FROM table WHERE col0 = 2001,"{'agg': 0, 'sel': 3, 'conds': [[0, 0, 2001]], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[0, 0, 2001]], 'count_star': False}"
1679,1-2511876-1,Name the league for 2003,ok,True,True,True,True,SELECT league FROM wikisql_data WHERE year = 2003,SELECT col2 FROM table WHERE col0 = 2003,"{'agg': 0, 'sel': 2, 'conds': [[0, 0, 2003]], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[0, 0, 2003]], 'count_star': False}"
1680,1-2511876-1,Name the number of playoffs for 3rd round,ok,True,True,True,True,SELECT COUNT(playoffs) FROM wikisql_data WHERE playoffs = '3rd round',SELECT COUNT(col4) FROM table WHERE col5 = '3rd Round',"{'agg': 3, 'sel': 4, 'conds': [[5, 0, '3rd round']], 'count_star': False}","{'agg': 3, 'sel': 4, 'conds': [[4, 0, '3rd round']], 'count_star': False}"
1681,1-2511876-1,Name the total number of years for usisl pro league,ok,True,True,True,True,SELECT COUNT(year) FROM wikisql_data WHERE league = 'USISL Pro League',SELECT COUNT(col0) FROM table WHERE col2 = 'USISL Pro League',"{'agg': 3, 'sel': 0, 'conds': [[2, 0, 'usisl pro league']], 'count_star': False}","{'agg': 3, 'sel': 0, 'conds': [[2, 0, 'usisl pro league']], 'count_star': False}"
1682,1-2511876-1,Name the playoffs for  usisl select league,ok,True,True,True,True,SELECT playoffs FROM wikisql_data WHERE league = 'usisl',SELECT col4 FROM table WHERE col2 = 'USISL Select League',"{'agg': 0, 'sel': 4, 'conds': [[2, 0, 'usisl select league']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[2, 0, 'usisl']], 'count_star': False}"
1683,1-25146455-1,What position did the driver earn 31 points?,ok,True,True,True,True,SELECT position FROM wikisql_data WHERE points = 31,SELECT col0 FROM table WHERE col2 = 31,"{'agg': 0, 'sel': 0, 'conds': [[2, 0, 31]], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[2, 0, 31]], 'count_star': False}"
1684,1-25146455-1,In what series did Bobby Labonte drive?,ok,True,True,True,True,SELECT series FROM wikisql_data WHERE driver = 'Bobby Labonte',SELECT col4 FROM table WHERE col1 = 'Bobby Labonte',"{'agg': 0, 'sel': 4, 'conds': [[1, 0, 'bobby labonte']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[1, 0, 'bobby labonte']], 'count_star': False}"
1685,1-25146455-1,"In what position was the driver who won $60,000?",ok,True,True,True,True,"SELECT position FROM wikisql_data WHERE winnings = '$60,000'","SELECT MIN(col0) FROM table WHERE col3 = '$60,000'","{'agg': 2, 'sel': 0, 'conds': [[3, 0, '$60,000']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[3, 0, '$60,000']], 'count_star': False}"
1686,1-25146455-1,"In what position was the driver who won $60,000?",ok,True,True,True,True,"SELECT position FROM wikisql_data WHERE winnings = '$60,000'","SELECT MIN(col0) FROM table WHERE col3 = '$60,000'","{'agg': 2, 'sel': 0, 'conds': [[3, 0, '$60,000']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[3, 0, '$60,000']], 'count_star': False}"
1687,1-25146455-1,How much did Jeff Burton win?,ok,True,True,True,True,SELECT winnings FROM wikisql_data WHERE driver = 'Jeff Burton',SELECT col3 FROM table WHERE col1 = 'Jeff Burton',"{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'jeff burton']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'jeff burton']], 'count_star': False}"
1688,1-25146455-1,How much did Kenny Brack win?,ok,True,True,True,True,SELECT winnings FROM wikisql_data WHERE driver = 'Kenny Brack',SELECT col3 FROM table WHERE col1 = 'Kenny Brack',"{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'kenny brack']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'kenny brack']], 'count_star': False}"
1689,1-25173505-13,what is the special edition for the english version of james baskett?,ok,True,True,True,True,SELECT special_edition FROM wikisql_data WHERE english_version = 'James Baskett',SELECT col4 FROM table WHERE col1 = 'James Baskett',"{'agg': 0, 'sel': 4, 'conds': [[1, 0, 'james baskett']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[1, 0, 'james baskett']], 'count_star': False}"
1690,1-25173505-13,what is the special edition where the english version is nick stewart?,ok,True,True,True,True,SELECT special_edition FROM wikisql_data WHERE english_version = 'Nick Stewart',SELECT col4 FROM table WHERE col1 = 'Nick Stewart',"{'agg': 0, 'sel': 4, 'conds': [[1, 0, 'nick stewart']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[1, 0, 'nick stewart']], 'count_star': False}"
1691,1-25173505-13,what is the english version that is buena vista edition is daisuke gouri?,ok,True,True,True,True,SELECT english_version FROM wikisql_data WHERE buena_vista_edition = 'Daisuke Gouri',SELECT col1 FROM table WHERE col3 = 'Daisuke Gouri',"{'agg': 0, 'sel': 1, 'conds': [[3, 0, 'daisuke gouri']], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[3, 0, 'daisuke gouri']], 'count_star': False}"
1692,1-25173505-13,who is the character where the special edition is koichi sakaguchi?,ok,True,True,True,True,SELECT character FROM wikisql_data WHERE special_edition = 'Koichi Sakaguchi',SELECT col0 FROM table WHERE col4 = 'Koichi Sakaguchi',"{'agg': 0, 'sel': 0, 'conds': [[4, 0, 'koichi sakaguchi']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[4, 0, 'koichi sakaguchi']], 'count_star': False}"
1694,1-25214321-1,How many contestants were there when the runner-up was Monique Evans?,ok,True,True,True,True,SELECT contestants FROM wikisql_data WHERE runner_up = 'Monique Evans',SELECT MAX(col4) FROM table WHERE col2 = 'Monique Evans',"{'agg': 1, 'sel': 4, 'conds': [[2, 0, 'monique evans']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[2, 0, 'monique evans']], 'count_star': False}"
1695,1-25214321-1,How many contestants were there when the runner-up was Sérgio Abreu? ,ok,True,True,True,True,SELECT contestants FROM wikisql_data WHERE runner_up = 'Sérgio Abreu',SELECT MAX(col4) FROM table WHERE col2 = 'Sérgio Abreu',"{'agg': 1, 'sel': 4, 'conds': [[2, 0, 'sérgio abreu']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[2, 0, 'sérgio abreu']], 'count_star': False}"
1696,1-25214321-1,In what season was the winner Dado Dolabella?,ok,True,True,True,True,SELECT season FROM wikisql_data WHERE winner = 'Dado Dolabella',SELECT MAX(col0) FROM table WHERE col1 = 'Dado Dolabella',"{'agg': 1, 'sel': 0, 'conds': [[1, 0, 'dado dolabella']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[1, 0, 'dado dolabella']], 'count_star': False}"
1697,1-25214321-1,Who was the winner when Mateus Rocha finished in 3rd place? ,ok,True,True,True,True,SELECT winner FROM wikisql_data WHERE third_place = 'Mateus Rocha',SELECT col1 FROM table WHERE col3 = 'Mateus Rocha',"{'agg': 0, 'sel': 1, 'conds': [[3, 0, 'mateus rocha']], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[3, 0, 'mateus rocha']], 'count_star': False}"
1698,1-25214321-1,In what season did Raquel Pacheco finish in third place?,ok,True,True,True,True,SELECT season FROM wikisql_data WHERE third_place = 'Raquel Pacheco',SELECT col0 FROM table WHERE col3 = 'Raquel Pacheco',"{'agg': 0, 'sel': 0, 'conds': [[3, 0, 'raquel pacheco']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[3, 0, 'raquel pacheco']], 'count_star': False}"
1699,1-25214321-1,Who finished in third place when the winner was Karina Bacchi? ,ok,True,True,True,True,SELECT third_place FROM wikisql_data WHERE winner = 'Karina Bacchi',SELECT col3 FROM table WHERE col1 = 'Karina Bacchi',"{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'karina bacchi']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'karina bacchi']], 'count_star': False}"
1700,1-2523809-1,List the branding name for channel tv-62.,ok,True,True,True,True,SELECT branding FROM wikisql_data WHERE channel = 'tv-62',SELECT col0 FROM table WHERE col2 = 'TV-62',"{'agg': 0, 'sel': 0, 'conds': [[2, 0, 'tv-62']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[2, 0, 'tv-62']], 'count_star': False}"
1701,1-2523809-1,Which area did estrella tv 62 provide coverage for?,ok,True,True,True,True,SELECT coverage FROM wikisql_data WHERE branding = 'Estrella TV' AND channel = '62',SELECT col4 FROM table WHERE col0 = 'Estrella TV 62',"{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'estrella tv 62']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'estrella tv'], [2, 0, 62]], 'count_star': False}"
1702,1-2523809-1,List the power output for Phoenix. ,ok,True,True,True,True,SELECT power_kw FROM wikisql_data WHERE coverage = 'Phoenix',SELECT col3 FROM table WHERE col4 = 'Phoenix',"{'agg': 0, 'sel': 3, 'conds': [[4, 0, 'phoenix']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[4, 0, 'phoenix']], 'count_star': False}"
1703,1-2523809-1,List the branding for krca-tv.,ok,True,True,True,True,SELECT branding FROM wikisql_data WHERE callsign = 'krca-tv',SELECT col0 FROM table WHERE col1 = 'KRCA-TV',"{'agg': 0, 'sel': 0, 'conds': [[1, 0, 'krca-tv']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[1, 0, 'krca-tv']], 'count_star': False}"
1704,1-2523809-1,What's the power output for channel tv-29?,ok,True,True,True,True,SELECT power_kw FROM wikisql_data WHERE channel = 'tv-29',SELECT col3 FROM table WHERE col2 = 'TV-29',"{'agg': 0, 'sel': 3, 'conds': [[2, 0, 'tv-29']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[2, 0, 'tv-29']], 'count_star': False}"
1705,1-2523809-1,Which city did kpnz-tv provide coverage for?,ok,True,True,True,True,SELECT coverage FROM wikisql_data WHERE callsign = 'KPNZ-TV',SELECT col4 FROM table WHERE col1 = 'KPNZ-TV',"{'agg': 0, 'sel': 4, 'conds': [[1, 0, 'kpnz-tv']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[1, 0, 'kpnz-tv']], 'count_star': False}"
1707,1-25244412-1,Which state has 5179 (gw×h) of renewable energy without hydrogen power?wha,ok,True,True,True,True,SELECT state FROM wikisql_data WHERE renewable_electricity_w_o_hydro_gw_h = 5179,SELECT col2 FROM table WHERE col6 = 5179,"{'agg': 0, 'sel': 2, 'conds': [[6, 0, 5179]], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[6, 0, 5179]], 'count_star': False}"
1708,1-25244412-1,When renewable electricity is 5760 (gw×h) what is the minimum amount of renewable elecrrixity without hydrogen power?,ok,True,True,True,True,SELECT MIN(renewable_electricity_w_o_hydro_gw_h) FROM wikisql_data WHERE renewable_electricity_gw_h = 5760,SELECT MIN(col6) FROM table WHERE col5 = 5760,"{'agg': 2, 'sel': 6, 'conds': [[5, 0, 5760]], 'count_star': False}","{'agg': 2, 'sel': 6, 'conds': [[3, 0, 5760]], 'count_star': False}"
1709,1-25244412-1,What is the amount of renewable electricity without hydrogen power when the percentage of renewable energy is 83.4?,ok,True,True,True,True,SELECT renewable_electricity_w_o_hydro_gw_h FROM wikisql_data WHERE renewable = '83.4',SELECT col6 FROM table WHERE col3 = '83.4',"{'agg': 0, 'sel': 6, 'conds': [[3, 0, 83.4]], 'count_star': False}","{'agg': 0, 'sel': 6, 'conds': [[3, 0, 83.4]], 'count_star': False}"
