line_no,db_id,question,gold_sql,pred_sql,em,agg_match,sel_match,cond_match,fail_reason,gold_struct,pred_struct
614,1-15581223-8,Name the least amount of tackles for danny clark,SELECT MIN(col2) FROM table WHERE col0 = 'Danny Clark',SELECT MIN(tackles) FROM wikisql_data WHERE player = 'danny clark',True,True,True,True,ok,"{""agg"": 2, ""sel"": 2, ""conds"": [[0, 0, ""danny clark""]], ""count_star"": false}","{""agg"": 2, ""sel"": 2, ""conds"": [[0, 0, ""danny clark""]], ""count_star"": false}"
615,1-15581223-8,Name the most tackles for 3.5 sacks,SELECT MAX(col2) FROM table WHERE col5 = '3.5',SELECT player FROM wikisql_data WHERE sacks = 3.5 ORDER BY tackles DESC LIMIT 1,False,False,False,True,agg(gold=MAX pred=NONE) | sel(gold=2=Tackles pred=0=Player),"{""agg"": 1, ""sel"": 2, ""conds"": [[5, 0, 3.5]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[5, 0, 3.5]], ""count_star"": false}"
616,1-15581223-8,Name the least fum rec td,SELECT MIN(col11) FROM table,SELECT player FROM wikisql_data WHERE fum_rec_td = (SELECT MIN(fum_rec_td) FROM wikisql_data),False,True,True,False,"cond(gold=[] pred=[[11, 0, '(select']])","{""agg"": 2, ""sel"": 11, ""conds"": [], ""count_star"": false}","{""agg"": 2, ""sel"": 11, ""conds"": [[11, 0, ""(select""]], ""count_star"": false}"
617,1-15581223-8,Name the least int yards when sacks is 11.5,SELECT MIN(col7) FROM table WHERE col5 = '11.5',SELECT MIN(int_yards) FROM wikisql_data WHERE sacks = 11.5,True,True,True,True,ok,"{""agg"": 2, ""sel"": 7, ""conds"": [[5, 0, 11.5]], ""count_star"": false}","{""agg"": 2, ""sel"": 7, ""conds"": [[5, 0, 11.5]], ""count_star"": false}"
618,1-15581223-8,Name the least amount of int yards,SELECT MIN(col7) FROM table,SELECT min(int_yards) FROM wikisql_data,True,True,True,True,ok,"{""agg"": 2, ""sel"": 7, ""conds"": [], ""count_star"": false}","{""agg"": 2, ""sel"": 7, ""conds"": [], ""count_star"": false}"
619,1-15621965-8,What jersey number did Al Harrington wear,SELECT MAX(col1) FROM table WHERE col0 = 'Al Harrington',SELECT no_col FROM wikisql_data WHERE player = 'al harrington',False,False,True,True,agg(gold=MAX pred=NONE),"{""agg"": 1, ""sel"": 1, ""conds"": [[0, 0, ""al harrington""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""al harrington""]], ""count_star"": false}"
620,1-15621965-8,What school did Dwight Howard play for,SELECT col5 FROM table WHERE col0 = 'Dwight Howard',SELECT school_club_team FROM wikisql_data WHERE player = 'dwight howard',True,True,True,True,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[0, 0, ""dwight howard""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[0, 0, ""dwight howard""]], ""count_star"": false}"
621,1-15621965-7,How many players belong to Notre Dame?,SELECT COUNT(col0) FROM table WHERE col5 = 'Notre Dame',SELECT COUNT(*) FROM wikisql_data WHERE school_club_team = 'notre dame',False,True,False,True,sel(gold=0=Player pred=-999=COUNT(*)),"{""agg"": 3, ""sel"": 0, ""conds"": [[5, 0, ""notre dame""]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[5, 0, ""notre dame""]], ""count_star"": true}"
622,1-15621965-7,What number identifies Chris Gatling?,SELECT MAX(col1) FROM table WHERE col0 = 'Chris Gatling',SELECT no_col FROM wikisql_data WHERE player = 'Chris Gatling',False,False,True,True,agg(gold=MAX pred=NONE),"{""agg"": 1, ""sel"": 1, ""conds"": [[0, 0, ""chris gatling""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""chris gatling""]], ""count_star"": false}"
623,1-15621965-7,What is Chris Gatling 's number?,SELECT MAX(col1) FROM table WHERE col0 = 'Chris Gatling',SELECT no_col FROM wikisql_data WHERE player = 'chris gatling',False,False,True,True,agg(gold=MAX pred=NONE),"{""agg"": 1, ""sel"": 1, ""conds"": [[0, 0, ""chris gatling""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""chris gatling""]], ""count_star"": false}"
624,1-15652027-1,What is the extortion and theft rates where the United Nations Observer Mission Uganda-Rwanda is active?,SELECT col4 FROM table WHERE col1 = 'United Nations Observer Mission Uganda-Rwanda',SELECT extortion_theft_3 FROM wikisql_data WHERE united_nations_mission = 'united nations observer mission uganda-rwanda',True,True,True,True,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[1, 0, ""united nations observer mission uganda-rwanda""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[1, 0, ""united nations observer mission uganda-rwanda""]], ""count_star"": false}"
625,1-15652027-1,What is the sexual abuse rate where the conflict is the Burundi Civil War?,SELECT MIN(col2) FROM table WHERE col0 = 'Burundi Civil War',SELECT sexual_abuse_1 FROM wikisql_data WHERE conflict = 'Burundi Civil War',False,False,True,True,agg(gold=MIN pred=NONE),"{""agg"": 2, ""sel"": 2, ""conds"": [[0, 0, ""burundi civil war""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, ""burundi civil war""]], ""count_star"": false}"
626,1-15652027-1,What is the sexual abuse rate where the conflict is the Burundi Civil War?,SELECT MAX(col2) FROM table WHERE col0 = 'Burundi Civil War',SELECT sexual_abuse_1 FROM wikisql_data WHERE conflict = 'Burundi Civil War',False,False,True,True,agg(gold=MAX pred=NONE),"{""agg"": 1, ""sel"": 2, ""conds"": [[0, 0, ""burundi civil war""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, ""burundi civil war""]], ""count_star"": false}"
627,1-15652027-1,What is the sexual abuse rate where the conflict is the Second Sudanese Civil War?,SELECT MIN(col2) FROM table WHERE col0 = 'Second Sudanese Civil War',SELECT sexual_abuse_1 FROM wikisql_data WHERE conflict = 'Second Sudanese Civil War',False,False,True,True,agg(gold=MIN pred=NONE),"{""agg"": 2, ""sel"": 2, ""conds"": [[0, 0, ""second sudanese civil war""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, ""second sudanese civil war""]], ""count_star"": false}"
628,1-1566848-8,Who was the on the cover when Bob Vila did the 20 Questions?,SELECT col1 FROM table WHERE col4 = 'Bob Vila',SELECT cover_model FROM wikisql_data WHERE interview_subject = 'Bob Vila' AND col_20_questions = 'Bob Vila',False,True,True,False,"cond(gold=[[4, 0, 'bob vila']] pred=[[3, 0, 'bob vila']])","{""agg"": 0, ""sel"": 1, ""conds"": [[4, 0, ""bob vila""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[3, 0, ""bob vila""]], ""count_star"": false}"
629,1-1566848-8,When was the Kymberly Paige the Centerfold?,SELECT col0 FROM table WHERE col2 = 'Kymberly Paige',SELECT date FROM wikisql_data WHERE centerfold_model = 'kymberly paige',True,True,True,True,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[2, 0, ""kymberly paige""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[2, 0, ""kymberly paige""]], ""count_star"": false}"
630,1-1566850-8,When was Kalin Olson listed as  the centerfold model?,SELECT col0 FROM table WHERE col2 = 'Kalin Olson',SELECT date FROM wikisql_data WHERE centerfold_model = 'kalin olson',True,True,True,True,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[2, 0, ""kalin olson""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[2, 0, ""kalin olson""]], ""count_star"": false}"
631,1-1566850-8,What is the name of the cover model on 3-97?,SELECT col1 FROM table WHERE col0 = '3-97',SELECT cover_model FROM wikisql_data WHERE date = '3-97',True,True,True,True,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""3-97""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""3-97""]], ""count_star"": false}"
632,1-1566850-8,Who was the centerfold model when a pictorial was done on marilyn monroe?,SELECT col2 FROM table WHERE col5 = 'Marilyn Monroe',SELECT centerfold_model FROM wikisql_data WHERE interview_subject = 'marilyn monroe',False,True,True,False,"cond(gold=[[5, 0, 'marilyn monroe']] pred=[[3, 0, 'marilyn monroe']])","{""agg"": 0, ""sel"": 2, ""conds"": [[5, 0, ""marilyn monroe""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[3, 0, ""marilyn monroe""]], ""count_star"": false}"
633,1-1566850-8,Who was the interview subject on the date 1-97?,SELECT col3 FROM table WHERE col0 = '1-97',SELECT interview_subject FROM wikisql_data WHERE date = '1-97',True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""1-97""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""1-97""]], ""count_star"": false}"
634,1-1566852-8,"Who was the centerfold model in the issue where Fergie answered the ""20 questions""?",SELECT col2 FROM table WHERE col4 = 'Fergie',SELECT centerfold_model FROM wikisql_data WHERE col_20_questions = 'fergie',True,True,True,True,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[4, 0, ""fergie""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[4, 0, ""fergie""]], ""count_star"": false}"
635,1-1566852-8,Who was the cover model when the issue's pictorials was pmoy - sara jean underwood?,SELECT col1 FROM table WHERE col5 = 'PMOY - Sara Jean Underwood',SELECT cover_model FROM wikisql_data WHERE pictorials = 'pmoy - sara jean underwood',True,True,True,True,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[5, 0, ""pmoy - sara jean underwood""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[5, 0, ""pmoy - sara jean underwood""]], ""count_star"": false}"
636,1-1566852-8,List the pictorals from issues when lindsey roeper was the cover model.,SELECT col5 FROM table WHERE col1 = 'Lindsey Roeper',SELECT pictorials FROM wikisql_data WHERE cover_model = 'lindsey roeper',True,True,True,True,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[1, 0, ""lindsey roeper""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[1, 0, ""lindsey roeper""]], ""count_star"": false}"
637,1-1566852-8,"Who was the centerfold model when the issue's pictorial was kimberly bell , bunnies of the new playboy club?","SELECT col2 FROM table WHERE col5 = 'Kimberly Bell , Bunnies of the New Playboy Club'","SELECT centerfold_model FROM wikisql_data WHERE pictorials = 'kimberly bell , bunnies of the new playboy club'",True,True,True,True,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[5, 0, ""kimberly bell , bunnies of the new playboy club""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[5, 0, ""kimberly bell , bunnies of the new playboy club""]], ""count_star"": false}"
638,1-1566852-8,"Who was the centerfold model when the issue's pictorial was amanda beard, reby sky , girls of montauk ?","SELECT col2 FROM table WHERE col5 = 'Amanda Beard, Reby Sky , Girls of Montauk'","SELECT centerfold_model FROM wikisql_data WHERE pictorials = 'amanda beard, reby sky , girls of montauk'",True,True,True,True,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[5, 0, ""amanda beard, reby sky , girls of montauk""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[5, 0, ""amanda beard, reby sky , girls of montauk""]], ""count_star"": false}"
639,1-1566852-8,Who answered the 20 questions on 10-07?,SELECT col4 FROM table WHERE col0 = '10-07',SELECT col_20_questions FROM wikisql_data WHERE date = '10-07',True,True,True,True,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""10-07""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""10-07""]], ""count_star"": false}"
640,1-15700367-2,Name the wickets for overs bowled being 15,SELECT col4 FROM table WHERE col1 = '15',SELECT wickets FROM wikisql_data WHERE overs_bowled = 15,True,True,True,True,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[1, 0, 15]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[1, 0, 15]], ""count_star"": false}"
641,1-15700367-2,Name the total number of wickets being yuvraj singh,SELECT COUNT(col4) FROM table WHERE col0 = 'Yuvraj Singh',SELECT COUNT(*) FROM wikisql_data WHERE name = 'yuvraj singh',False,True,False,True,sel(gold=4=Wickets pred=-999=COUNT(*)),"{""agg"": 3, ""sel"": 4, ""conds"": [[0, 0, ""yuvraj singh""]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[0, 0, ""yuvraj singh""]], ""count_star"": true}"
642,1-15700367-2,Name the name for when overs bowled is 31.2,SELECT col0 FROM table WHERE col1 = '31.2',SELECT name FROM wikisql_data WHERE overs_bowled = 31.2,True,True,True,True,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, 31.2]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, 31.2]], ""count_star"": false}"
643,1-15700367-2,Name the runs conceded where overs bowled is 53,SELECT COUNT(col3) FROM table WHERE col1 = '53',SELECT runs_conceded FROM wikisql_data WHERE overs_bowled = 53,False,False,True,True,agg(gold=COUNT pred=NONE),"{""agg"": 3, ""sel"": 3, ""conds"": [[1, 0, 53]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, 53]], ""count_star"": false}"
644,1-15700367-2,Name the maaidens where overs bowled is 13,SELECT col2 FROM table WHERE col1 = '13',SELECT maidens FROM wikisql_data WHERE overs_bowled = 13,True,True,True,True,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, 13]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, 13]], ""count_star"": false}"
645,1-15736385-1,On what date was the race at Nazareth?,SELECT col1 FROM table WHERE col2 = 'Nazareth',SELECT date FROM wikisql_data WHERE location = 'nazareth',True,True,True,True,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""nazareth""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""nazareth""]], ""count_star"": false}"
646,1-15736385-1,At which location did Rick Mears drive?,SELECT col2 FROM table WHERE col3 = 'Rick Mears',SELECT location FROM wikisql_data WHERE driver = 'rick mears',True,True,True,True,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[3, 0, ""rick mears""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[3, 0, ""rick mears""]], ""count_star"": false}"
647,1-15736385-1,Which team raced on October 19?,SELECT col6 FROM table WHERE col1 = 'October 19',SELECT team FROM wikisql_data WHERE date = 'October 19',True,True,True,True,ok,"{""agg"": 0, ""sel"": 6, ""conds"": [[1, 0, ""october 19""]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[1, 0, ""october 19""]], ""count_star"": false}"
648,1-15736385-1,What engine does Galles Racing use?,SELECT col5 FROM table WHERE col6 = 'Galles Racing',SELECT engine FROM wikisql_data WHERE team = 'galles racing',True,True,True,True,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[6, 0, ""galles racing""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[6, 0, ""galles racing""]], ""count_star"": false}"
649,1-15780049-5,What game happened on December 19?,SELECT MAX(col0) FROM table WHERE col1 = 'December 19',SELECT game FROM wikisql_data WHERE date = 'December 19',False,False,True,True,agg(gold=MAX pred=NONE),"{""agg"": 1, ""sel"": 0, ""conds"": [[1, 0, ""december 19""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""december 19""]], ""count_star"": false}"
650,1-15780049-5,Who scored the most points against Washington?,SELECT col4 FROM table WHERE col2 = 'Washington',SELECT team FROM wikisql_data WHERE high_points = (SELECT MAX(high_points) FROM wikisql_data WHERE team = 'Washington') AND team != 'Washington',False,False,True,False,"agg(gold=NONE pred=MAX) | cond(gold=[[2, 0, 'washington']] pred=[[4, 0, '(select']])","{""agg"": 0, ""sel"": 4, ""conds"": [[2, 0, ""washington""]], ""count_star"": false}","{""agg"": 1, ""sel"": 4, ""conds"": [[4, 0, ""(select""]], ""count_star"": false}"
651,1-157826-1,Which municipalities located in the county of Finnmark have populations bigger than 6187.0?,SELECT col1 FROM table WHERE col2 = 'Finnmark' AND col4 > 6187.0,SELECT municipality FROM wikisql_data WHERE county = 'finnmark' AND population > 6187.0,True,True,True,True,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""finnmark""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""finnmark""]], ""count_star"": false}"
652,1-157826-1,In which county is the city/town of Halden located?,SELECT col2 FROM table WHERE col0 = 'Halden',SELECT county FROM wikisql_data WHERE city_town = 'halden',True,True,True,True,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, ""halden""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, ""halden""]], ""count_star"": false}"
653,1-157826-1,Which municipality has a population of 24421?,SELECT col1 FROM table WHERE col4 = 24421,SELECT municipality FROM wikisql_data WHERE population = 24421,True,True,True,True,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[4, 0, 24421]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[4, 0, 24421]], ""count_star"": false}"
654,1-157826-1,What is the total population in the city/town of Arendal?,SELECT COUNT(col4) FROM table WHERE col0 = 'Arendal',SELECT SUM(population) FROM wikisql_data WHERE city_town = 'arendal',False,False,True,True,agg(gold=COUNT pred=SUM),"{""agg"": 3, ""sel"": 4, ""conds"": [[0, 0, ""arendal""]], ""count_star"": false}","{""agg"": 4, ""sel"": 4, ""conds"": [[0, 0, ""arendal""]], ""count_star"": false}"
655,1-157826-1,What are the cities/towns located in the municipality of Horten?,SELECT col0 FROM table WHERE col1 = 'Horten',SELECT city_town FROM wikisql_data WHERE municipality = 'Horten',True,True,True,True,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""horten""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""horten""]], ""count_star"": false}"
656,1-157826-1,What are the cities/towns located in the municipality of Moss?,SELECT col0 FROM table WHERE col1 = 'Moss',SELECT city_town FROM wikisql_data WHERE municipality = 'moss',True,True,True,True,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""moss""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""moss""]], ""count_star"": false}"
657,1-15796054-3,Name the song choice when week number is hollywood,SELECT col2 FROM table WHERE col0 = 'Hollywood',SELECT song_choice FROM wikisql_data WHERE week = 'hollywood',True,True,True,True,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, ""hollywood""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, ""hollywood""]], ""count_star"": false}"
658,1-15796054-3,Name the week number for andrew lloyd webber,SELECT col0 FROM table WHERE col1 = 'Andrew Lloyd Webber',SELECT week FROM wikisql_data WHERE original_artist = 'andrew lloyd webber',False,True,True,False,"cond(gold=[[1, 0, 'andrew lloyd webber']] pred=[[3, 0, 'andrew lloyd webber']])","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""andrew lloyd webber""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[3, 0, ""andrew lloyd webber""]], ""count_star"": false}"
659,1-15796054-3,Name the order number for the beatles and result is safe,SELECT col4 FROM table WHERE col3 = 'The Beatles' AND col5 = 'Safe',SELECT order_col FROM wikisql_data WHERE original_artist = 'beatles' AND result = 'safe',False,True,True,False,"cond(gold=[[3, 0, 'the beatles']] pred=[[3, 0, 'beatles']])","{""agg"": 0, ""sel"": 4, ""conds"": [[3, 0, ""the beatles""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[3, 0, ""beatles""]], ""count_star"": false}"
